Salary Date,Salary Month,Salary ID,Salary Status,Employee ID,Employee Name,Gender,Generation,Joining,Termination,Term Category,Term Reason,Term Sub Reason,Employee Grade,Location,Career Bucket,Age Bucket,Manager ID,Manager Name,Performance,Talent,Department,active_months
2015-05-15,2015-05,101215_2015-05,Inactive,101215,Name_101215,Male,Millennials,2014-02-01,2015-05-03,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,101180,Name_101180,E,,DJ,15.0
2015-05-15,2015-05,101189_2015-05,Inactive,101189,Name_101189,Male,Millennials,2013-03-01,2015-04-26,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,102041,Name_102041,E,,DJ,25.0
2015-05-15,2015-05,101179_2015-05,Inactive,101179,Name_101179,Female,Millennials,2012-11-01,2015-04-26,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,102041,Name_102041,E,,DJ,29.0
2015-05-15,2015-05,101316_2015-05,Inactive,101316,Name_101316,Male,Gen X,2004-07-01,2015-04-16,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Hyderabad,Above 35,46 T0 50,101096,Name_101096,E,,AP,129.0
2015-05-15,2015-05,101425_2015-05,Inactive,101425,Name_101425,Male,Millennials,2007-08-01,2015-05-01,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,101424,Name_101424,E,,CV,93.0
2015-05-15,2015-05,100392_2015-05,Inactive,100392,Name_100392,Male,Gen X,2005-08-01,2015-04-16,VOLUNTARY,Voluntary Termination,Not Interested in JOB,Mid,Bengaluru,Above 35,36 T0 40,101491,Name_101491,E,,BF,116.0
2015-05-15,2015-05,101495_2015-05,Inactive,101495,Name_101495,Male,Gen X,2003-08-01,2015-04-16,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,41 T0 45,101540,Name_101540,E,,BF,140.0
2015-05-15,2015-05,101588_2015-05,Inactive,101588,Name_101588,Male,Millennials,2006-03-01,2015-04-18,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,31 To 35,101568,Name_101568,E,,AS,109.0
2015-06-12,2015-06,100847_2015-06,Inactive,100847,Name_100847,Male,Millennials,2004-10-01,2015-05-30,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,100629,Name_100629,E,,DI,127.0
2015-06-12,2015-06,101879_2015-06,Inactive,101879,Name_101879,Female,Millennials,2015-03-01,2015-05-26,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,21 To 25,100395,Name_100395,E,,AD,2.0
2015-06-12,2015-06,100642_2015-06,Inactive,100642,Name_100642,Male,Millennials,2011-04-01,2015-06-02,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,31 to 35,26 To 30,100941,Name_100941,E,,AI,50.0
2015-06-12,2015-06,101148_2015-06,Inactive,101148,Name_101148,Male,Millennials,2011-11-01,2015-06-06,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,101200,Name_101200,E,,DJ,43.0
2015-06-12,2015-06,100131_2015-06,Inactive,100131,Name_100131,Male,Millennials,2010-10-01,2015-05-28,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,100179,Name_100179,E,,BF,55.0
2015-06-12,2015-06,101570_2015-06,Inactive,101570,Name_101570,Male,Millennials,2010-09-01,2015-06-02,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,101616,Name_101616,E,,AS,57.0
2015-06-12,2015-06,101673_2015-06,Inactive,101673,Name_101673,Male,Gen X,2006-02-01,2015-05-16,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,101696,Name_101696,E,,AY,111.0
2015-06-12,2015-06,101589_2015-06,Inactive,101589,Name_101589,Male,Gen X,2003-05-01,2015-06-12,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,46 T0 50,101696,Name_101696,E,,AY,145.0
2015-06-12,2015-06,102047_2015-06,Inactive,102047,Name_102047,Female,Millennials,2014-12-01,2015-06-12,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,21 To 25,100243,Name_100243,E,,DT,6.0
2015-07-15,2015-07,100345_2015-07,Inactive,100345,Name_100345,Female,Millennials,2012-04-01,2015-06-29,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,100291,Name_100291,E,,AX,38.0
2015-07-15,2015-07,100365_2015-07,Inactive,100365,Name_100365,Male,Millennials,2009-09-01,2015-06-29,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,31 To 35,100395,Name_100395,E,,AD,69.0
2015-07-15,2015-07,100464_2015-07,Inactive,100464,Name_100464,Male,Millennials,2014-03-01,2015-06-22,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,31 to 35,31 To 35,100439,Name_100439,E,,AD,15.0
2015-07-15,2015-07,101183_2015-07,Inactive,101183,Name_101183,Female,Millennials,2013-01-01,2015-07-10,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,31 To 35,102041,Name_102041,E,,DJ,30.0
2015-07-15,2015-07,101415_2015-07,Inactive,101415,Name_101415,Female,Millennials,2008-10-01,2015-06-19,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,101430,Name_101430,E,,CV,80.0
2015-08-14,2015-08,100525_2015-08,Inactive,100525,Name_100525,Male,Millennials,2013-05-01,2015-08-09,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,100515,Name_100515,E,,BM,27.0
2015-08-14,2015-08,100890_2015-08,Inactive,100890,Name_100890,Female,Millennials,2011-10-01,2015-07-31,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,31 to 35,26 To 30,100633,Name_100633,E,,BQ,45.0
2015-08-14,2015-08,100596_2015-08,Inactive,100596,Name_100596,Male,Gen X,1999-12-01,2015-07-16,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,Above 35,41 T0 45,100598,Name_100598,E,,AI,187.0
2015-08-14,2015-08,101945_2015-08,Inactive,101945,Name_101945,Male,Millennials,2014-05-01,2015-08-09,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,31 To 35,100754,Name_100754,E,,AI,15.0
2015-08-14,2015-08,100744_2015-08,Inactive,100744,Name_100744,Male,Millennials,2007-07-01,2015-07-23,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,31 To 35,101036,Name_101036,E,,AI,96.0
2015-08-14,2015-08,101157_2015-08,Inactive,101157,Name_101157,Male,Gen X,2008-12-01,2015-07-25,VOLUNTARY,Voluntary Termination,Higher Studies,Mid,Bengaluru,Above 35,36 T0 40,101200,Name_101200,E,,DJ,79.0
2015-08-14,2015-08,101506_2015-08,Inactive,101506,Name_101506,Male,Millennials,2011-12-01,2015-07-16,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,Above 35,36 T0 40,100254,Name_100254,E,,DU,43.0
2015-09-15,2015-09,100900_2015-09,Inactive,100900,Name_100900,Male,Millennials,2011-12-01,2015-08-27,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,101776,Name_101776,E,,AF,44.0
2015-09-15,2015-09,100447_2015-09,Inactive,100447,Name_100447,Female,Millennials,2013-07-01,2015-09-14,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,100439,Name_100439,E,,AD,26.0
2015-09-15,2015-09,100370_2015-09,Inactive,100370,Name_100370,Female,Millennials,2008-10-01,2015-08-24,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,100439,Name_100439,E,,AD,82.0
2015-09-15,2015-09,100529_2015-09,Inactive,100529,Name_100529,Male,Millennials,2013-05-01,2015-08-24,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,100515,Name_100515,E,,BM,27.0
2015-09-15,2015-09,100947_2015-09,Inactive,100947,Name_100947,Female,Millennials,2012-10-01,2015-08-16,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,31 to 35,21 To 25,101965,Name_101965,E,,AI,34.0
2015-09-15,2015-09,101732_2015-09,Inactive,101732,Name_101732,Male,Millennials,2013-02-01,2015-09-14,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,31 to 35,31 To 35,101693,Name_101693,E,,AY,31.0
2015-09-15,2015-09,101647_2015-09,Inactive,101647,Name_101647,Male,Millennials,2009-11-01,2015-09-07,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,31 to 35,31 To 35,101693,Name_101693,E,,AY,70.0
2015-09-15,2015-09,101696_2015-09,Inactive,101696,Name_101696,Male,Millennials,2003-12-01,2015-09-12,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,101569,Name_101569,E,,AY,141.0
2015-09-15,2015-09,101483_2015-09,Inactive,101483,Name_101483,Male,Millennials,2007-02-01,2015-08-24,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,31 To 35,100243,Name_100243,E,,DT,102.0
2015-10-15,2015-10,100629_2015-10,Inactive,100629,Name_100629,Male,Millennials,2001-09-01,2015-09-30,VOLUNTARY,Voluntary Termination,Relocated to Other Branch,Mid,Bengaluru,Above 35,36 T0 40,101644,Name_101644,E,,DI,168.0
2015-10-15,2015-10,101867_2015-10,Inactive,101867,Name_101867,Male,Millennials,2014-09-01,2015-10-12,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,100439,Name_100439,E,,AD,13.0
2015-10-15,2015-10,100558_2015-10,Inactive,100558,Name_100558,Male,Gen X,2001-03-01,2015-09-25,VOLUNTARY,Voluntary Termination,Career Growth,Senior,Bengaluru,Above 35,46 T0 50,102410,Name_102410,E,,BQ,174.0
2015-10-15,2015-10,101217_2015-10,Inactive,101217,Name_101217,Female,Millennials,2014-03-01,2015-10-10,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,21 To 25,101200,Name_101200,E,,DX,19.0
2015-11-15,2015-11,100341_2015-11,Inactive,100341,Name_100341,Female,Gen Z,2013-10-01,2015-10-29,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,21 To 25,100296,Name_100296,E,,AX,24.0
2015-11-15,2015-11,100526_2015-11,Inactive,100526,Name_100526,Male,Millennials,2013-05-01,2015-11-09,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,100515,Name_100515,E,,BM,30.0
2015-11-15,2015-11,100768_2015-11,Inactive,100768,Name_100768,Male,Millennials,2006-10-01,2015-11-07,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,31 to 35,26 To 30,102324,Name_102324,E,,AI,109.0
2015-12-15,2015-12,100011_2015-12,Inactive,100011,Name_100011,Male,Millennials,2009-06-01,2015-11-19,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,31 To 35,100948,Name_100948,E,C,AF,77.0
2015-12-15,2015-12,100309_2015-12,Inactive,100309,Name_100309,Male,Millennials,2011-10-01,2015-11-23,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,100296,Name_100296,E,B,AX,49.0
2015-12-15,2015-12,101398_2015-12,Inactive,101398,Name_101398,Female,Millennials,2012-10-01,2015-12-06,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,31 to 35,21 To 25,101430,Name_101430,E,B,CV,38.0
2015-12-15,2015-12,100238_2015-12,Inactive,100238,Name_100238,Male,Millennials,2012-08-01,2015-11-16,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,101545,Name_101545,E,D,BF,39.0
2015-12-15,2015-12,101610_2015-12,Inactive,101610,Name_101610,Female,Millennials,2013-03-01,2015-11-16,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,101591,Name_101591,E,D,AS,32.0
2015-12-15,2015-12,101663_2015-12,Inactive,101663,Name_101663,Male,Gen X,2006-10-01,2015-12-11,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,101550,Name_101550,E,C,AY,110.0
2016-01-14,2016-01,100352_2016-01,Inactive,100352,Name_100352,Male,Millennials,2014-03-01,2016-01-06,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,Above 35,36 T0 40,100286,Name_100286,E,A,AX,22.0
2016-02-15,2016-02,101946_2016-02,Inactive,101946,Name_101946,Male,Millennials,2014-05-01,2016-01-25,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,100605,Name_100605,E,B,AI,20.0
2016-02-15,2016-02,102112_2016-02,Inactive,102112,Name_102112,Female,Millennials,2015-05-01,2016-02-15,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,101336,Name_101336,E,,AP,9.0
2016-03-15,2016-03,101776_2016-03,Inactive,101776,Name_101776,Female,Gen X,2015-04-01,2016-03-12,VOLUNTARY,Voluntary Termination,Personal Reason,Senior,Bengaluru,Above 35,41 T0 45,102582,Name_102582,E,A,AF,11.0
2016-03-15,2016-03,101987_2016-03,Inactive,101987,Name_101987,Male,Gen Z,2015-11-01,2016-02-19,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,21 To 25,100349,Name_100349,E,,AI,3.0
2016-03-15,2016-03,101054_2016-03,Inactive,101054,Name_101054,Female,Millennials,2007-10-01,2016-02-26,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,101059,Name_101059,E,C,CD,100.0
2016-03-15,2016-03,101204_2016-03,Inactive,101204,Name_101204,Male,Millennials,2013-10-01,2016-03-12,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,102041,Name_102041,E,A,DJ,29.0
2016-03-15,2016-03,102160_2016-03,Inactive,102160,Name_102160,Male,Millennials,2013-06-01,2016-02-18,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,100780,Name_100780,E,,DY,32.0
2016-03-15,2016-03,101733_2016-03,Inactive,101733,Name_101733,Male,Millennials,2013-06-01,2016-02-28,VOLUNTARY,Voluntary Termination,Relocated to Other Branch,Junior,Bengaluru,31 to 35,26 To 30,101693,Name_101693,E,C,AY,32.0
2016-03-15,2016-03,101730_2016-03,Inactive,101730,Name_101730,Male,Millennials,2012-10-01,2016-02-28,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,21 To 25,101645,Name_101645,E,C,AY,40.0
2016-04-15,2016-04,100320_2016-04,Inactive,100320,Name_100320,Male,Millennials,2012-10-01,2016-03-24,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,21 To 25,100332,Name_100332,C,B,AX,41.0
2016-04-15,2016-04,101938_2016-04,Inactive,101938,Name_101938,Male,Millennials,2014-10-01,2016-04-06,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,21 To 25,100633,Name_100633,E,B,BQ,18.0
2016-04-15,2016-04,100569_2016-04,Inactive,100569,Name_100569,Male,Gen X,2009-04-01,2016-04-07,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,Above 35,41 T0 45,100568,Name_100568,E,C,BR,84.0
2016-04-15,2016-04,100626_2016-04,Inactive,100626,Name_100626,Female,Gen X,2001-08-01,2016-03-16,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,Above 35,41 T0 45,102324,Name_102324,E,,AI,175.0
2016-04-15,2016-04,101985_2016-04,Inactive,101985,Name_101985,Male,Gen Z,2015-11-01,2016-03-20,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,21 To 25,100738,Name_100738,E,,AI,4.0
2016-04-15,2016-04,101005_2016-04,Inactive,101005,Name_101005,Male,Millennials,2013-11-01,2016-03-20,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,Above 35,36 T0 40,100941,Name_100941,E,B,AI,28.0
2016-04-15,2016-04,101557_2016-04,Inactive,101557,Name_101557,Male,Millennials,2003-11-01,2016-03-20,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,101693,Name_101693,E,A,AY,148.0
2016-05-15,2016-05,100356_2016-05,Inactive,100356,Name_100356,Male,Gen X,2001-11-01,2016-04-30,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,41 T0 45,100421,Name_100421,E,,AD,173.0
2016-05-15,2016-05,100364_2016-05,Inactive,100364,Name_100364,Female,Millennials,2009-10-01,2016-05-15,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,31 To 35,100354,Name_100354,E,,AD,79.0
2016-05-15,2016-05,102003_2016-05,Inactive,102003,Name_102003,Female,Millennials,2014-12-01,2016-05-01,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,31 to 35,26 To 30,100307,Name_100307,E,,DR,17.0
2016-05-15,2016-05,101475_2016-05,Inactive,101475,Name_101475,Female,Millennials,2009-02-01,2016-05-14,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,Above 35,31 To 35,101492,Name_101492,E,,BF,87.0
2016-05-15,2016-05,101617_2016-05,Inactive,101617,Name_101617,Female,Millennials,2013-12-01,2016-04-16,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Vadodara,31 to 35,26 To 30,102697,Name_102697,E,,AS,28.0
2016-05-15,2016-05,102031_2016-05,Inactive,102031,Name_102031,Male,Millennials,2014-04-01,2016-05-15,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,101200,Name_101200,E,,DX,25.0
2016-06-12,2016-06,101971_2016-06,Inactive,101971,Name_101971,Male,Millennials,2015-05-01,2016-06-04,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,31 To 35,100774,Name_100774,E,,AI,13.0
2016-06-12,2016-06,100862_2016-06,Inactive,100862,Name_100862,Female,Millennials,2008-12-01,2016-06-03,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,31 To 35,100738,Name_100738,E,,AI,90.0
2016-06-12,2016-06,101812_2016-06,Inactive,101812,Name_101812,Female,Millennials,2014-05-01,2016-05-21,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,101816,Name_101816,E,,DR,24.0
2016-06-12,2016-06,102110_2016-06,Inactive,102110,Name_102110,Male,Millennials,2015-04-01,2016-05-21,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Hyderabad,31 to 35,26 To 30,102666,Name_102666,E,,AP,13.0
2016-06-12,2016-06,102105_2016-06,Inactive,102105,Name_102105,Female,Millennials,2015-02-01,2016-06-11,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,31 to 35,31 To 35,101096,Name_101096,E,,AP,16.0
2016-06-12,2016-06,101012_2016-06,Inactive,101012,Name_101012,Male,Millennials,2014-01-01,2016-06-04,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,31 To 35,101336,Name_101336,E,,AP,29.0
2016-06-12,2016-06,102145_2016-06,Inactive,102145,Name_102145,Female,Millennials,2014-12-01,2016-06-04,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,101430,Name_101430,E,,CV,18.0
2016-06-12,2016-06,101562_2016-06,Inactive,101562,Name_101562,Male,Millennials,2013-07-01,2016-05-18,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,101492,Name_101492,E,,BF,34.0
2016-06-12,2016-06,101525_2016-06,Inactive,101525,Name_101525,Female,Gen X,2000-09-01,2016-05-24,VOLUNTARY,Voluntary Termination,Personal Reason,Senior,Bengaluru,Above 35,46 T0 50,102351,Name_102351,E,,BF,188.0
2016-06-12,2016-06,101737_2016-06,Inactive,101737,Name_101737,Male,Millennials,2014-01-01,2016-05-28,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,Above 35,31 To 35,101706,Name_101706,E,,AY,28.0
2016-06-12,2016-06,101651_2016-06,Inactive,101651,Name_101651,Male,Millennials,2009-07-01,2016-06-11,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,31 to 35,31 To 35,101693,Name_101693,E,,AY,83.0
2016-06-12,2016-06,101206_2016-06,Inactive,101206,Name_101206,Female,Millennials,2013-11-01,2016-05-21,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,101200,Name_101200,E,,DX,30.0
2016-07-15,2016-07,102069_2016-07,Inactive,102069,Name_102069,Male,Gen Z,2016-01-01,2016-07-11,VOLUNTARY,Voluntary Termination,Health Issues,Junior,Chennai,31 to 35,21 To 25,101237,Name_101237,E,,BP,6.0
2016-07-15,2016-07,101558_2016-07,Inactive,101558,Name_101558,Female,Millennials,2013-03-01,2016-06-28,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,101492,Name_101492,E,,BF,39.0
2016-07-15,2016-07,101721_2016-07,Inactive,101721,Name_101721,Male,Millennials,2011-09-01,2016-07-02,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,101706,Name_101706,E,,AY,58.0
2016-07-15,2016-07,101582_2016-07,Inactive,101582,Name_101582,Male,Millennials,2006-12-01,2016-07-12,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,101693,Name_101693,E,,AY,115.0
2016-08-14,2016-08,100474_2016-08,Inactive,100474,Name_100474,Male,Millennials,2008-08-01,2016-07-25,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,31 to 35,31 To 35,101059,Name_101059,E,,CD,95.0
2016-08-14,2016-08,101087_2016-08,Inactive,101087,Name_101087,Male,Gen X,2012-08-01,2016-08-11,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,Above 35,41 T0 45,101394,Name_101394,E,,CV,48.0
2016-08-14,2016-08,102156_2016-08,Inactive,102156,Name_102156,Male,Millennials,2014-07-01,2016-08-08,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,100780,Name_100780,E,,DY,25.0
2016-09-15,2016-09,101899_2016-09,Inactive,101899,Name_101899,Male,Millennials,2015-12-01,2016-09-06,VOLUNTARY,Voluntary Termination,Relocated to Other Branch,Mid,Bengaluru,31 to 35,26 To 30,100726,Name_100726,E,,AD,9.0
2016-09-15,2016-09,101031_2016-09,Inactive,101031,Name_101031,Male,Millennials,2014-03-01,2016-09-11,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,100784,Name_100784,E,,AI,30.0
2016-09-15,2016-09,100778_2016-09,Inactive,100778,Name_100778,Female,Millennials,2006-05-01,2016-09-09,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,31 To 35,102026,Name_102026,E,,CB,124.0
2016-09-15,2016-09,100184_2016-09,Inactive,100184,Name_100184,Male,Gen X,2004-11-01,2016-08-29,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,101544,Name_101544,E,,BF,141.0
2016-09-15,2016-09,100235_2016-09,Inactive,100235,Name_100235,Male,Millennials,2005-03-01,2016-08-19,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,Above 35,36 T0 40,101492,Name_101492,E,,BF,137.0
2016-09-15,2016-09,101581_2016-09,Inactive,101581,Name_101581,Male,Millennials,2007-03-01,2016-08-21,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,101586,Name_101586,E,,AS,113.0
2016-09-15,2016-09,102242_2016-09,Inactive,102242,Name_102242,Female,Millennials,2016-04-01,2016-09-06,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,31 To 35,100243,Name_100243,E,,DT,5.0
2016-09-15,2016-09,101198_2016-09,Inactive,101198,Name_101198,Male,Millennials,2013-09-01,2016-09-10,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,101200,Name_101200,E,,DX,36.0
2016-09-15,2016-09,101184_2016-09,Inactive,101184,Name_101184,Male,Millennials,2013-01-01,2016-08-31,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,Above 35,36 T0 40,102718,Name_102718,E,,DX,43.0
2016-10-15,2016-10,101841_2016-10,Inactive,101841,Name_101841,Male,Millennials,2016-07-01,2016-09-20,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,31 to 35,31 To 35,100326,Name_100326,E,,AX,2.0
2016-10-15,2016-10,101965_2016-10,Inactive,101965,Name_101965,Male,Millennials,2014-12-01,2016-10-11,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,31 To 35,100693,Name_100693,E,,AI,22.0
2016-10-15,2016-10,100875_2016-10,Inactive,100875,Name_100875,Female,Millennials,2011-10-01,2016-09-27,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,100738,Name_100738,E,,AI,59.0
2016-10-15,2016-10,101811_2016-10,Inactive,101811,Name_101811,Male,Millennials,2014-04-01,2016-10-11,VOLUNTARY,Voluntary Termination,Higher Studies,Mid,Bengaluru,31 to 35,31 To 35,100240,Name_100240,E,,DR,30.0
2016-10-15,2016-10,101057_2016-10,Inactive,101057,Name_101057,Female,Millennials,2005-10-01,2016-10-01,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,31 To 35,101058,Name_101058,E,,CD,132.0
2016-10-15,2016-10,101195_2016-10,Inactive,101195,Name_101195,Female,Millennials,2013-07-01,2016-09-18,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,100121,Name_100121,E,,DJ,38.0
2016-10-15,2016-10,102114_2016-10,Inactive,102114,Name_102114,Male,Gen X,2015-06-01,2016-10-04,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,41 T0 45,101348,Name_101348,E,,AP,16.0
2016-10-15,2016-10,101859_2016-10,Inactive,101859,Name_101859,Female,Millennials,2014-10-01,2016-10-15,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Vadodara,31 to 35,31 To 35,102685,Name_102685,E,,DW,24.0
2016-10-15,2016-10,102164_2016-10,Inactive,102164,Name_102164,Male,Millennials,2012-04-01,2016-09-27,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,102165,Name_102165,E,,DY,53.0
2016-10-15,2016-10,101611_2016-10,Inactive,101611,Name_101611,Male,Gen X,2005-08-01,2016-09-16,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Vadodara,Above 35,41 T0 45,102705,Name_102705,E,,AS,133.0
